Senator,Party,Organization,Total,PACs,Individuals
"Duckworth, Tammy",(D),Google Inc,16460,6500,9960
"Duckworth, Tammy",(D),DLA Piper,16355,0,16355
"Duckworth, Tammy",(D),Centene Corp,16307,2500,13807
"Duckworth, Tammy",(D),Development Specialists Inc,16210,0,16210
"Duckworth, Tammy",(D),Artery Capital Group,16200,0,16200
"Duckworth, Tammy",(D),Couponcabin.Com,16200,0,16200
"Duckworth, Tammy",(D),Labelmaster,16200,0,16200
"Duckworth, Tammy",(D),Segal Co,16056,0,16056
"Duckworth, Tammy",(D),Abelson Taylor,15800,0,15800
"Duckworth, Tammy",(D),National Assn of Broadcasters,15750,14500,1250
"Duckworth, Tammy",(D),Baker & McKenzie,15600,0,15600
"Duckworth, Tammy",(D),Ironworkers Union,15500,15500,0
"Duckworth, Tammy",(D),"Newmark, Grubb et al",15500,0,15500
"Duckworth, Tammy",(D),Urban Innovations,15500,0,15500
"Durbin, Dick",(D),Power Rogers LLP,172299,0,172299
"Durbin, Dick",(D),Cooney & Conway,158133,0,158133
"Durbin, Dick",(D),Simmons Hanly Conroy,152650,0,152650
"Durbin, Dick",(D),Clifford Law Offices,114000,0,114000
"Durbin, Dick",(D),"Keefe, Keefe & Unsell",106800,0,106800
"Durbin, Dick",(D),State of Illinois,90685,0,90685
"Durbin, Dick",(D),Kirkland & Ellis,77751,0,77751
"Durbin, Dick",(D),Comcast Corp,64121,40000,24121
"Durbin, Dick",(D),CME Group,64113,40000,24113
"Durbin, Dick",(D),Korein Tillery Llc,62700,0,62700
"Durbin, Dick",(D),General Dynamics,62175,38500,23675
"Durbin, Dick",(D),"Cook, Bartholomew et al",56830,0,56830
"Durbin, Dick",(D),MacAndrews & Forbes,56200,20000,36200
"Durbin, Dick",(D),Corboy & Demetrio,54320,0,54320
"Durbin, Dick",(D),Votesane PAC,51600,0,51600
"Durbin, Dick",(D),United Airlines Holdings,49567,10000,39567
"Durbin, Dick",(D),"Salvi, Schostok & Pritchard",48850,0,48850
"Durbin, Dick",(D),AAR Corp,47299,4400,42899
"Durbin, Dick",(D),Driscoll Firm,47100,0,47100
"Durbin, Dick",(D),National Beer Wholesalers Assn,45000,45000,0
"Durbin, Dick",(D),National Assn of Broadcasters,44500,28000,16500
"Durbin, Dick",(D),University of Illinois,42935,0,42935
"Durbin, Dick",(D),Northrop Grumman,42776,41000,1776
"Durbin, Dick",(D),"Gori, Julian & Assoc",42525,0,42525
"Durbin, Dick",(D),BAE Systems,42469,23500,18969
"Durbin, Dick",(D),Jenner & Block,41751,0,41751
"Durbin, Dick",(D),Berkshire Hathaway,41254,37500,3754
"Durbin, Dick",(D),Honeywell International,40056,31000,9056
"Durbin, Dick",(D),National Assn of Realtors,39575,34000,5575
"Durbin, Dick",(D),"Hurley, McKenna & Mertz",38900,0,38900
"Durbin, Dick",(D),National Multifamily Housing Council,37500,37500,0
"Durbin, Dick",(D),United Parcel Service,37488,35000,2488
"Durbin, Dick",(D),MRHFM Law Firm,37282,0,37282
"Durbin, Dick",(D),Home Depot,37094,35000,2094
"Durbin, Dick",(D),Huntington Ingalls Industries,36000,36000,0
"Durbin, Dick",(D),Norfolk Southern,35060,35000,60
"Durbin, Dick",(D),International Assn of Fire Fighters,35000,35000,0
"Durbin, Dick",(D),Air Line Pilots Assn,34069,31500,2569
"Durbin, Dick",(D),National Education Assn,32768,32000,768
"Durbin, Dick",(D),Lockheed Martin,32509,32500,9
"Durbin, Dick",(D),American Hotel & Lodging Assn,32500,32500,0
"Durbin, Dick",(D),Microsoft Corp,32470,20500,11970
"Durbin, Dick",(D),American Federation of Teachers,32225,31000,1225
"Durbin, Dick",(D),Blue Cross/Blue Shield,32160,30000,2160
"Durbin, Dick",(D),General Atomics,32150,17000,15150
"Durbin, Dick",(D),Livingston Group,32000,0,32000
"Durbin, Dick",(D),Woodbranch Investments,31800,0,31800
"Durbin, Dick",(D),Abelson Taylor,30990,0,30990
"Durbin, Dick",(D),Baker & McKenzie,30732,0,30732
"Durbin, Dick",(D),Peter G Peterson Foundation,30600,0,30600
"Durbin, Dick",(D),NCTA The Internet & Television Assn,30500,30000,500
"Durbin, Dick",(D),GCM Grosvenor,30400,0,30400
"Durbin, Dick",(D),Boeing Co,30387,28500,1887
"Durbin, Dick",(D),Union Pacific Corp,30065,30000,65
"Durbin, Dick",(D),University of Chicago,30015,0,30015
"Durbin, Dick",(D),CSX Corp,30000,30000,0
"Durbin, Dick",(D),"Londrigan, Potter & Randle",29711,0,29711
"Durbin, Dick",(D),Best Buy,29700,19000,10700
"Durbin, Dick",(D),Walmart Inc,28672,27000,1672
"Durbin, Dick",(D),American Hospital Assn,28053,27500,553
"Durbin, Dick",(D),Cboe Global Markets,27560,22500,5060
"Durbin, Dick",(D),National Assn of Real Estate Investment Trusts,27500,27500,0
"Durbin, Dick",(D),American Assn for Justice,27003,25000,2003
"Durbin, Dick",(D),Deloitte LLP,26010,25000,1010
"Durbin, Dick",(D),American Seniors Housing Assn,26000,26000,0
"Durbin, Dick",(D),J Street,25765,7000,18765
"Durbin, Dick",(D),Delta Air Lines,25114,25000,114
"Durbin, Dick",(D),Alzheimer's Assn,25078,15000,10078
"Durbin, Dick",(D),RTX Corp,25030,25000,30
"Durbin, Dick",(D),National Assn of Home Builders,25000,25000,0
"Durbin, Dick",(D),Physicians Mutual Insurance,25000,25000,0
"Durbin, Dick",(D),Wine & Spirits Wholesalers of America,25000,25000,0
"Durbin, Dick",(D),Simmons Law Firm,24950,0,24950
"Durbin, Dick",(D),Apollo Global Management,24843,0,24843
"Durbin, Dick",(D),Sidley Austin LLP,24129,0,24129
"Durbin, Dick",(D),Northwestern University,24080,0,24080
"Durbin, Dick",(D),Target Corp,24023,24000,23
"Durbin, Dick",(D),National Air Traffic Controllers Assn,24000,24000,0
"Durbin, Dick",(D),General Motors,23603,23500,103
"Durbin, Dick",(D),National Assn of Letter Carriers,23500,23500,0
"Durbin, Dick",(D),KKP Group,23012,0,23012
"Durbin, Dick",(D),Cullinan Properties,22760,0,22760
"Durbin, Dick",(D),National Restaurant Assn,22500,22500,0
"Durbin, Dick",(D),American Airlines,22212,16000,6212
"Durbin, Dick",(D),"Sheet Metal, Air, Rail & Transportation Union",22000,18500,3500
"Durbin, Dick",(D),"City of Chicago, IL",21870,0,21870
"Durbin, Dick",(D),HLP&R Advocacy,21800,0,21800
"Durbin, Dick",(D),Willis Towers Watson,21488,0,21488
"Durbin, Dick",(D),League of Conservation Voters,21329,12528,8801
"Durbin, Dick",(D),American Council of Engineering Cos,21000,21000,0
"Durbin, Dick",(D),Pan Am Equities,20800,0,20800
"Durbin, Dick",(D),Service Employees International Union,20390,15000,5390
"Durbin, Dick",(D),UFCW Local 881,20224,20000,224
"Durbin, Dick",(D),Raytheon Technologies,20083,19000,1083
"Durbin, Dick",(D),International Brotherhood of Electrical Workers,20070,20000,70
"Durbin, Dick",(D),National Assn of Convenience Stores,20010,20000,10
"Durbin, Dick",(D),Martin Defense Group,20000,0,20000
"Durbin, Dick",(D),Lettuce Entertain You,19599,0,19599
"Durbin, Dick",(D),American Institute of CPAs,19500,19500,0
"Durbin, Dick",(D),"Bartlit, Beck et al",19325,0,19325
"Ernst, Joni",(R),Votesane PAC,103200,0,103200
"Ernst, Joni",(R),Berkshire Hathaway,102058,30000,72058
"Ernst, Joni",(R),Blackstone Group,76583,0,76583
"Ernst, Joni",(R),Duty Free Americas,71600,0,71600
"Ernst, Joni",(R),Osmundson Manufacturing,60600,0,60600
"Ernst, Joni",(R),Poet LLC,60600,20000,40600
"Ernst, Joni",(R),Raytheon Technologies,59660,14500,45160
"Ernst, Joni",(R),McAninch Corp,55800,0,55800
"Ernst, Joni",(R),Renaissance Technologies,55800,0,55800
"Ernst, Joni",(R),Doll Distributing,54600,0,54600
"Ernst, Joni",(R),Great Point Partners,53200,0,53200
"Ernst, Joni",(R),NextEra Energy,50500,16000,34500
"Ernst, Joni",(R),NASCAR,48701,2500,46201
"Ernst, Joni",(R),KapStone Paper & Packaging,47050,0,47050
"Ernst, Joni",(R),Klinger Companies,46100,0,46100
"Ernst, Joni",(R),Kirke Financial Services,45780,0,45780
"Ernst, Joni",(R),Northrop Grumman,44828,37500,7328
"Ernst, Joni",(R),National Republican Senatorial Cmte,44638,44600,38
"Ernst, Joni",(R),American Bankers Assn,43620,40000,3620
"Ernst, Joni",(R),Alphabet Inc,43518,35000,8518
"Ernst, Joni",(R),HJ Kalikow & Co,42000,0,42000
"Ernst, Joni",(R),Bluff Point Assoc,41200,0,41200
"Ernst, Joni",(R),Terra Industries,41200,0,41200
"Ernst, Joni",(R),FedEx Corp,41178,24500,16678
"Ernst, Joni",(R),Mountaire Corp,41020,0,41020
"Ernst, Joni",(R),Cavalry Asset Management,41000,0,41000
"Ernst, Joni",(R),Tmc Transportation,41000,0,41000
"Ernst, Joni",(R),Bartlett Grain,40800,0,40800
"Ernst, Joni",(R),Davison Transport,40800,0,40800
"Ernst, Joni",(R),Sukup Manufacturing,39949,0,39949
"Ernst, Joni",(R),Croell Inc,39500,0,39500
"Ernst, Joni",(R),Comcast Corp,38926,35000,3926
"Ernst, Joni",(R),Elliott Management,38300,0,38300
"Ernst, Joni",(R),Denny Elwell Co,38052,0,38052
"Ernst, Joni",(R),Permira,37650,0,37650
"Ernst, Joni",(R),Union Pacific Corp,36705,32500,4205
"Ernst, Joni",(R),Kendall Hunt Publishing,36200,0,36200
"Ernst, Joni",(R),Wells Fargo,36062,10000,26062
"Ernst, Joni",(R),Prescott Investors,35650,0,35650
"Ernst, Joni",(R),Tigerrisk Partners,35400,0,35400
"Ernst, Joni",(R),IBM Corp,35321,0,35321
"Ernst, Joni",(R),Apollo,35000,0,35000
"Ernst, Joni",(R),Otis Eastern,34773,0,34773
"Ernst, Joni",(R),Honeywell International,34611,30500,4111
"Ernst, Joni",(R),"Welsh, Carson et al",34400,0,34400
"Ernst, Joni",(R),Ruan Companies,34100,5000,29100
"Ernst, Joni",(R),United Parcel Service,33746,29500,4246
"Ernst, Joni",(R),Chemorse Ltd,32950,0,32950
"Ernst, Joni",(R),Home Depot,32794,25000,7794
"Ernst, Joni",(R),Susan B Anthony List,32735,5000,27735
"Ernst, Joni",(R),RTX Corp,31940,20500,11440
"Ernst, Joni",(R),Republican Jewish Coalition,31752,7003,24749
"Ernst, Joni",(R),Lockheed Martin,31428,25000,6428
"Ernst, Joni",(R),Baker Botts LLP,31385,0,31385
"Ernst, Joni",(R),Iowa Select Farms,31250,0,31250
"Ernst, Joni",(R),Chilton Investments,31200,0,31200
"Ernst, Joni",(R),Cbe Companies,31050,0,31050
"Ernst, Joni",(R),Equity Dynamics Inc,31000,0,31000
"Ernst, Joni",(R),Growth Energy,31000,30000,1000
"Ernst, Joni",(R),JSC Properties,31000,0,31000
"Ernst, Joni",(R),Ariel Corp,30900,0,30900
"Ernst, Joni",(R),Northwest Excavating,30800,0,30800
"Ernst, Joni",(R),Cleveland Browns,30600,0,30600
"Ernst, Joni",(R),1st Financial Bank USA,30450,0,30450
"Ernst, Joni",(R),Brownells Inc,29400,0,29400
"Ernst, Joni",(R),Goldman Sachs,29125,13500,15625
"Ernst, Joni",(R),NorPAC,29000,0,29000
"Ernst, Joni",(R),Charles Schwab Corp,28939,1500,27439
"Ernst, Joni",(R),Apollo Global Management,28565,0,28565
"Ernst, Joni",(R),Putnam Investments,28362,1062,27300
"Ernst, Joni",(R),UBS AG,28259,15000,13259
"Ernst, Joni",(R),Deloitte LLP,28199,22500,5699
"Ernst, Joni",(R),Dian Graves Owen Foundation,28100,0,28100
"Ernst, Joni",(R),Equinox Partners,28100,0,28100
"Ernst, Joni",(R),Capital Group Companies,27925,12500,15425
"Ernst, Joni",(R),Hy-Vee Inc,27373,15000,12373
"Ernst, Joni",(R),BGR Group,27300,0,27300
"Ernst, Joni",(R),Westrock Capital Partners,26500,0,26500
"Ernst, Joni",(R),Kirkland & Ellis,26060,0,26060
"Ernst, Joni",(R),Charter Communications,25856,22500,3356
"Ernst, Joni",(R),Publix Super Markets,25779,5000,20779
"Ernst, Joni",(R),PricewaterhouseCoopers,25664,20000,5664
"Ernst, Joni",(R),Invus Group,25600,0,25600
"Ernst, Joni",(R),Magnolia Oil & Gas,25500,0,25500
"Ernst, Joni",(R),Berkshire Partners,25400,0,25400
"Ernst, Joni",(R),Lmbi Lp,25200,0,25200
"Ernst, Joni",(R),Kinze Manufacturing,25100,0,25100
"Ernst, Joni",(R),Shine Brothers Corp,25000,0,25000
"Ernst, Joni",(R),Prestage Farms,24500,0,24500
"Ernst, Joni",(R),Occidental Petroleum,24469,4000,20469
"Ernst, Joni",(R),Village Properties,24300,0,24300
"Ernst, Joni",(R),Wells Enterprises,24100,0,24100
"Ernst, Joni",(R),Blue Cross/Blue Shield,24083,12000,12083
"Ernst, Joni",(R),Freeman Spogli & Co,23800,0,23800
"Ernst, Joni",(R),Arbiter Partners,23400,0,23400
"Ernst, Joni",(R),Bill & Melinda Gates Foundation,23200,0,23200
"Ernst, Joni",(R),First Republic Bank,23100,0,23100
"Ernst, Joni",(R),Versova Management,23051,0,23051
"Ernst, Joni",(R),Teton Capital,22900,0,22900
"Ernst, Joni",(R),Bayer AG,22851,20000,2851
"Feinstein, Dianne",(D),EMILY's List,108450,10000,98450
"Feinstein, Dianne",(D),PG&E Corp,82476,37416,45060
"Feinstein, Dianne",(D),Edison International,80412,23400,57012
"Feinstein, Dianne",(D),General Dynamics,51520,26000,25520
"Feinstein, Dianne",(D),AT&T Inc,51022,42000,9022
"Feinstein, Dianne",(D),General Atomics,49025,21500,27525
"Feinstein, Dianne",(D),Pisces Inc,45900,0,45900
"Feinstein, Dianne",(D),Northrop Grumman,45348,38500,6848
"Feinstein, Dianne",(D),JPMorgan Chase & Co,42300,0,42300
"Feinstein, Dianne",(D),University of California,42033,0,42033
"Feinstein, Dianne",(D),SpaceX,41600,20000,21600
"Feinstein, Dianne",(D),Vail Resorts,40010,25000,15010
"Feinstein, Dianne",(D),Intel Corp,38310,27500,10810
"Feinstein, Dianne",(D),Holland & Knight,38150,14500,23650
"Feinstein, Dianne",(D),Comcast Corp,37905,25000,12905
"Feinstein, Dianne",(D),"Akin, Gump et al",36152,3250,32902
"Feinstein, Dianne",(D),Honeywell International,36000,36000,0
"Feinstein, Dianne",(D),Walt Disney Co,35925,16750,19175
"Feinstein, Dianne",(D),Estee Lauder Companies,34400,0,34400
"Feinstein, Dianne",(D),Salesforce.Com,33388,1000,32388
"Feinstein, Dianne",(D),JStreetPAC,32400,0,32400
"Feinstein, Dianne",(D),"Baker, Donelson et al",31000,9500,21500
"Feinstein, Dianne",(D),Pechanga Band of Luiseno Mission Indians,30600,0,30600
"Feinstein, Dianne",(D),Qualcomm Inc,30110,8500,21610
"Feinstein, Dianne",(D),McStrauss Co,30000,0,30000
"Feinstein, Dianne",(D),Democracy Engine,28699,0,28699
"Feinstein, Dianne",(D),"Casey, Gerry et al",28650,0,28650
"Feinstein, Dianne",(D),Ernst & Young,28000,27000,1000
"Feinstein, Dianne",(D),American Hotel & Lodging Assn,27500,27500,0
"Feinstein, Dianne",(D),"Manatt, Phelps & Phillips",27500,6700,20800
"Feinstein, Dianne",(D),Clean Energy Fuels Corp,26000,0,26000
"Feinstein, Dianne",(D),Yocha Dehe Wintun Nation,25400,0,25400
"Feinstein, Dianne",(D),Molina Healthcare,25300,4500,20800
"Feinstein, Dianne",(D),California Dairies Inc,25000,25000,0
"Feinstein, Dianne",(D),NCTA The Internet & Television Assn,25000,25000,0
"Feinstein, Dianne",(D),San Francisco Unified School District,24440,0,24440
"Feinstein, Dianne",(D),Wonderful Co,24300,0,24300
"Feinstein, Dianne",(D),Law Offices of Frederick H Graefe,23850,0,23850
"Feinstein, Dianne",(D),Microsoft Corp,23816,10000,13816
"Feinstein, Dianne",(D),Parsons Corp,23500,23500,0
"Feinstein, Dianne",(D),Business Matters in the Visual Arts,23350,0,23350
"Feinstein, Dianne",(D),Amazon.com,23337,10000,13337
"Feinstein, Dianne",(D),Aetna Inc,22600,0,22600
"Feinstein, Dianne",(D),E&J Gallo Winery,22000,0,22000
"Feinstein, Dianne",(D),Langelier Co,21600,0,21600
"Feinstein, Dianne",(D),Lionsgate,21600,0,21600
"Feinstein, Dianne",(D),Valor Equity Partners,21600,0,21600
"Feinstein, Dianne",(D),National Assn of Broadcasters,21500,21500,0
"Feinstein, Dianne",(D),Blue Cross/Blue Shield,21120,20000,1120
"Feinstein, Dianne",(D),"City & County of San Francisco, CA",21013,0,21013
"Feinstein, Dianne",(D),Facebook Inc,20846,10000,10846
"Feinstein, Dianne",(D),Delta Air Lines,20805,10000,10805
"Feinstein, Dianne",(D),National Assn of Realtors,20500,20000,500
"Feinstein, Dianne",(D),CBRE Group,20260,0,20260
"Feinstein, Dianne",(D),Oaktree Capital Management,20200,0,20200
"Feinstein, Dianne",(D),Raytheon Co,20010,20000,10
"Feinstein, Dianne",(D),AmerisourceBergen Corp,20000,20000,0
"Feinstein, Dianne",(D),Driscoll Berry,20000,0,20000
"Feinstein, Dianne",(D),DISH Network,19900,1000,18900
"Feinstein, Dianne",(D),High Speed Productions,19267,0,19267
"Feinstein, Dianne",(D),Girardi & Keese,19200,0,19200
"Feinstein, Dianne",(D),"Kleiner, Perkins et al",18900,0,18900
"Feinstein, Dianne",(D),US Dept of Justice,18700,0,18700
"Feinstein, Dianne",(D),Citigroup Inc,18590,17000,1590
"Feinstein, Dianne",(D),Covington & Burling,16750,10000,6750
"Feinstein, Dianne",(D),Merck & Co,16500,14500,2000
"Feinstein, Dianne",(D),National Air Traffic Controllers Assn,16500,16500,0
"Feinstein, Dianne",(D),Motion Picture Assn,16400,5500,10900
"Feinstein, Dianne",(D),Charter Communications,16250,16000,250
"Feinstein, Dianne",(D),Allied Wallet,16200,0,16200
"Feinstein, Dianne",(D),Broad Foundation,16200,0,16200
"Feinstein, Dianne",(D),Permira Advisers,16200,0,16200
"Feinstein, Dianne",(D),"Robbins, Geller et al",16200,0,16200
"Feinstein, Dianne",(D),Zacky Farms,16200,0,16200
"Feinstein, Dianne",(D),Boeing Co,16020,15000,1020
"Feinstein, Dianne",(D),Marcus & Millichap,15800,0,15800
"Feinstein, Dianne",(D),Summit Foundation,15800,0,15800
"Feinstein, Dianne",(D),Home Depot,15760,15000,760
"Feinstein, Dianne",(D),American Hospital Assn,15500,15000,500
"Feinstein, Dianne",(D),Invariant LLC,15400,0,15400
"Feinstein, Dianne",(D),Museum of Modern Art,15400,0,15400
"Feinstein, Dianne",(D),Blum Capital Partners,15360,0,15360
"Feinstein, Dianne",(D),Amys Kitchen,15200,0,15200
"Feinstein, Dianne",(D),Broadcom Inc,15008,3700,11308
"Feinstein, Dianne",(D),America's Credit Unions,15000,14000,1000
"Feinstein, Dianne",(D),American Institute of CPAs,15000,15000,0
"Feinstein, Dianne",(D),Sempra Energy,15000,15000,0
"Feinstein, Dianne",(D),Pacific Foods,14600,0,14600
"Feinstein, Dianne",(D),Deloitte LLP,14500,12500,2000
"Feinstein, Dianne",(D),Forbes Tate Partners,14500,0,14500
"Feinstein, Dianne",(D),L3Harris Technologies,14500,14500,0
"Feinstein, Dianne",(D),Visa Inc,14500,14500,0
"Feinstein, Dianne",(D),Van Scoyoc Assoc,14055,4055,10000
"Feinstein, Dianne",(D),Lockheed Martin,14010,13000,1010
"Feinstein, Dianne",(D),Santa Ynez Band of Chumash Indians,14000,0,14000
"Feinstein, Dianne",(D),"Munger, Tolles & Olson",13900,0,13900
"Feinstein, Dianne",(D),Amgen Inc,13695,12500,1195
"Feinstein, Dianne",(D),"Aitken, Aitken & Cohn",13500,0,13500
"Feinstein, Dianne",(D),Clinton Reilly Holdings,13500,0,13500
"Feinstein, Dianne",(D),"Pillsbury, Winthrop et al",13300,0,13300
"Fischer, Deb",(R),Union Pacific Corp,120601,38500,82101
"Fischer, Deb",(R),Northrop Grumman,77575,41000,36575
"Fischer, Deb",(R),Berkshire Hathaway,63650,43000,20650
"Fischer, Deb",(R),AFLAC Inc,60350,32500,27850
"Fischer, Deb",(R),Kiewit Corp,52600,0,52600
"Fischer, Deb",(R),Comcast Corp,52412,36000,16412
"Fischer, Deb",(R),Home Depot,45003,45000,3
"Fischer, Deb",(R),Cox Enterprises,43750,19500,24250
"Fischer, Deb",(R),CSX Corp,43250,37500,5750
"Fischer, Deb",(R),Blue Cross/Blue Shield,42824,34500,8324
"Fischer, Deb",(R),Lockheed Martin,42005,41000,1005
"Fischer, Deb",(R),Tenaska Inc,41400,10500,30900
"Fischer, Deb",(R),NCTA The Internet & Television Assn,41000,40000,1000
"Fischer, Deb",(R),T-Mobile USA,41000,41000,0
"Fischer, Deb",(R),National Multifamily Housing Council,40000,40000,0
"Fischer, Deb",(R),AT&T Inc,38500,37500,1000
"Fischer, Deb",(R),Werner Enterprises,37200,33500,3700
"Fischer, Deb",(R),Delta Air Lines,36310,12500,23810
"Fischer, Deb",(R),American Hotel & Lodging Assn,36000,36000,0
"Fischer, Deb",(R),Honeywell International,35010,35000,10
"Fischer, Deb",(R),Norfolk Southern,35000,35000,0
"Fischer, Deb",(R),Poet LLC,35000,22500,12500
"Fischer, Deb",(R),NelNet Inc,34700,33700,1000
"Fischer, Deb",(R),Deloitte LLP,34275,32500,1775
"Fischer, Deb",(R),Seafarers International Union,31250,31250,0
"Fischer, Deb",(R),HDR Inc,30500,30500,0
"Fischer, Deb",(R),American Trucking Assns,30000,29000,1000
"Fischer, Deb",(R),National Cattlemen's Beef Assn,30000,21000,9000
"Fischer, Deb",(R),Air Line Pilots Assn,29000,29000,0
"Fischer, Deb",(R),Charter Communications,29000,29000,0
"Fischer, Deb",(R),Telephone & Data Systems Inc,29000,29000,0
"Fischer, Deb",(R),General Dynamics,28000,28000,0
"Fischer, Deb",(R),Microsoft Corp,28000,28000,0
"Fischer, Deb",(R),Matson Inc,27950,8000,19950
"Fischer, Deb",(R),United Parcel Service,27500,27500,0
"Fischer, Deb",(R),National Tank Truck Carriers Inc,26000,26000,0
"Fischer, Deb",(R),Old Dominion Freight Line,25500,25500,0
"Fischer, Deb",(R),Elliott Management,25300,0,25300
"Fischer, Deb",(R),Hawkins Construction,25200,0,25200
"Fischer, Deb",(R),Merck & Co,25000,25000,0
"Fischer, Deb",(R),FedEx Corp,24505,24500,5
"Fischer, Deb",(R),Federal Aviation Admin Managers Assn,24500,24500,0
"Fischer, Deb",(R),National Assn of Broadcasters,23500,22500,1000
"Fischer, Deb",(R),RTX Corp,23500,23500,0
"Fischer, Deb",(R),DISH Network,23100,12300,10800
"Fischer, Deb",(R),National Assn of Convenience Stores,22500,22500,0
"Fischer, Deb",(R),Abbott Laboratories,21330,1000,20330
"Fischer, Deb",(R),American Bankers Assn,21000,21000,0
"Fischer, Deb",(R),NTCA/Rural Broadband Assn,20950,20950,0
"Fischer, Deb",(R),NorPAC,20650,0,20650
"Fischer, Deb",(R),Wine & Spirits Wholesalers of America,20500,20500,0
"Fischer, Deb",(R),Growth Energy,20000,20000,0
"Fischer, Deb",(R),National Beer Wholesalers Assn,20000,20000,0
"Fischer, Deb",(R),Pfizer Inc,20000,20000,0
"Fischer, Deb",(R),Republican Majority Fund,20000,20000,0
"Fischer, Deb",(R),Value in Electing Women PAC,20000,20000,0
"Fischer, Deb",(R),Mutual of Omaha,19550,17500,2050
"Fischer, Deb",(R),Home Instead Senior Care,19500,0,19500
"Fischer, Deb",(R),National Rural Electric Cooperative Assn,19500,19500,0
"Fischer, Deb",(R),Owner-Operator Independent Drivers Assn,19500,19500,0
